t,condition,a1,a2,o1,o2,alpha,phi,w11,w12,w21,w22
220,A0,-0.3945126682954234,0.508259911422964,-0.3752440262905848,0.46858829805959873,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
221,A0,-0.30213700561889373,0.5871769302120893,-0.2932670455995667,0.5278621892299921,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
222,A0,-0.20080632207684423,0.6331635827703284,-0.19815010692514098,0.5602267419258056,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
223,A0,-0.091190467809212,0.6472684404055764,-0.09093853487480331,0.569828226669611,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
224,A0,0.02648973117113748,0.6341899277301385,0.02648353690990913,0.5609305594798735,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
225,A0,0.15113486108907187,0.5989366100091382,0.14999455058211456,0.5362924502287736,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
226,A0,0.2789044588893664,0.5453832883738293,0.2718908294345287,0.4970520910402917,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
227,A0,0.4017421331523335,0.4764405500157821,0.38143861141275937,0.44338844245999015,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
228,A0,0.50811521165857,0.3946470437660856,0.46847536308824583,0.37535947478729964,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
229,A0,0.5870804077252496,0.3022861479399954,0.5277925580756846,0.29340335488883884,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
230,A0,0.6331183038093128,0.20096849040568732,0.5601956731598436,0.19830590295583653,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
